mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
59	58	172	175	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	646											
59	58	171	174	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	647									201		
59	58	172	175	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	648											
59	58	173	176	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	649									204		
59	58	173	176	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	650									205		
60	59	174	177	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	651									206		
60	59	349/2	355/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	652											
60	59	175	178	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	653		articStaccatoAbove									
60	59	176	179	0.0		1/2	1/2	Dynamic	3/4	1	1	0				f										
60	59	176	179	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	654									207		
60	59	353/2	359/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	655											
60	59	176	179	0.0		1/2	1/2	Dynamic	3/4	2	1	0				f										
60	59	176	179	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	656									208		
60	59	174	177	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	657									204		
60	59	175	178	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	658											
60	59	176	179	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
60	59	176	179	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	659									209		
60	59	174	177	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	660									205		
60	59	175	178	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	661											
61	60	177	180	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	662									210		
61	60	355/2	361/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	663											
61	60	178	181	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	664		articStaccatoAbove									
61	60	177	180	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	665									208		
61	60	178	181	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	666											
61	60	179	182	0.0		1/2	1/2	Dynamic	3/4	2	1	0				p										
61	60	179	182	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	667									211		
61	60	359/2	365/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	668											
61	60	177	180	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	669									209		
61	60	178	181	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	670											
61	60	179	182	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p										
61	60	179	182	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	671									212		
61	60	179	182	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p										
61	60	179	182	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	672									213		
62	61	182	185	0.0		1/2	1/2	Dynamic	3/4	1	1	0				f										
62	61	182	185	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	673									214		
62	61	365/2	371/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	674											
62	61	180	183	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	675									215		
62	61	361/2	367/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	676											
62	61	181	184	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	677		articStaccatoBelow									
62	61	182	185	0.0		1/2	1/2	Dynamic	3/4	2	1	0				f										
62	61	182	185	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	678											
62	61	180	183	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	679									212		
62	61	181	184	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	680											
62	61	182	185	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
62	61	182	185	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	681									216		
62	61	180	183	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	682									213		
62	61	181	184	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	683											
62	61	182	185	0.0		1/2	1/2	Dynamic	3/4	4	1	0				f										
62	61	182	185	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	684									217		
63	62	183	186	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	685									218		
63	62	367/2	373/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	686											
63	62	184	187	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	687		articStaccatoAbove									
63	62	185	188	0.0		1/2	1/2	Dynamic	3/4	1	1	0				p										
63	62	185	188	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	688									219		
63	62	183	186	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	689									220		
63	62	367/2	373/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	690											
63	62	184	187	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	691		articStaccatoBelow									
63	62	185	188	0.0		1/2	1/2	Dynamic	3/4	2	1	0				p										
63	62	185	188	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	692									221		
63	62	371/2	377/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	693											
63	62	183	186	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	694											
63	62	184	187	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	695											
63	62	185	188	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p										
63	62	185	188	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	696									222		
63	62	371/2	377/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	697											
63	62	183	186	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	698											
63	62	184	187	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	699											
64	63	186	189	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	700									219		
64	63	187	190	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	701											
64	63	186	189	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	702									223		
64	63	373/2	379/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	703											
64	63	187	190	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	704		articStaccatoBelow									
64	63	186	189	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	705									224		
64	63	373/2	379/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	706											
64	63	187	190	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	707		articStaccatoBelow									
64	63	188	191	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
64	63	188	191	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	708									225		
64	63	377/2	383/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	709											
64	63	188	191	0.0		1/2	1/2	Dynamic	3/4	4	1	0				f										
64	63	188	191	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	710									226		
64	63	377/2	383/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	711											
65	64	191	194	0.0		1/2	1/2	Dynamic	3/4	1	1	0				p										
65	64	191	194	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	712									227		
65	64	383/2	389/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	713											
65	64	191	194	0.0		1/2	1/2	Dynamic	3/4	2	1	0				p										
65	64	191	194	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	714									228		
65	64	383/2	389/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	715											
65	64	189	192	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	716									229		
65	64	379/2	385/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	717											
65	64	190	193	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	718		articStaccatoAbove									
65	64	189	192	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	719									230		
65	64	379/2	385/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	720											
65	64	190	193	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	721		articStaccatoAbove									
66	65	192	195	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	722									231		
66	65	385/2	391/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	723											
66	65	193	196	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	724		articStaccatoAbove									
66	65	192	195	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	725									232		
66	65	385/2	391/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	726											
66	65	193	196	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	727		articStaccatoAbove									
66	65	194	197	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
66	65	194	197	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	728									233		
66	65	389/2	395/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	729											
66	65	194	197	0.0		1/2	1/2	Dynamic	3/4	4	1	0				f										
66	65	194	197	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	730									234		
66	65	389/2	395/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	731											
67	66	197	200	0.0		1/2	1/2	Dynamic	3/4	1	1	0				p										
67	66	197	200	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	732									235		
67	66	395/2	401/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	733											
67	66	197	200	0.0		1/2	1/2	Dynamic	3/4	2	1	0				p										
67	66	197	200	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	734									236		
67	66	395/2	401/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	735											
67	66	195	198	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	736									237		
67	66	391/2	397/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	737											
67	66	196	199	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	738		articStaccatoBelow									
67	66	195	198	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	739									238		
67	66	391/2	397/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	740											
67	66	196	199	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	741		articStaccatoBelow									
68	67	198	201	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	742									239		
68	67	397/2	403/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	743											
68	67	199	202	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	744		articStaccatoAbove									
68	67	198	201	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	745									240		
68	67	397/2	403/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	746											
68	67	199	202	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	747		articStaccatoBelow									
68	67	200	203	0.0		1/2	1/2	StaffText	3/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"								
68	67	200	203	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	748									241		
68	67	401/2	407/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	749											
68	67	200	203	0.0		1/2	1/2	StaffText	3/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"								
68	67	200	203	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	750									242		
68	67	401/2	407/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	751											
69	68	203	206	0.0		1/2	1/2	Dynamic	3/4	1	1	0				pp										
69	68	203	206	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	752									243		
69	68	407/2	413/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	753											
69	68	203	206	0.0		1/2	1/2	Dynamic	3/4	2	1	0				pp										
69	68	203	206	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	754									244		
69	68	407/2	413/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	755											
69	68	201	204	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	756									245		
69	68	403/2	409/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	757											
69	68	202	205	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	758		articStaccatoBelow									
69	68	203	206	0.0		1/2	1/2	Dynamic	3/4	3	1	0				pp										
69	68	203	206	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	759									246		
69	68	407/2	413/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	760											
69	68	201	204	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	761									247		
69	68	403/2	409/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	762											
69	68	202	205	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	763		articStaccatoBelow									
69	68	203	206	0.0		1/2	1/2	Dynamic	3/4	4	1	0				pp										
69	68	203	206	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	764									248		
69	68	407/2	413/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	765											
70	69	204	207	0.0		0	0	Spanner	3/4	1	1	0													11	
70	69	204	207	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	766									249	11	
70	69	409/2	415/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	767										11	
70	69	205	208	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	768		articStaccatoAbove								11	
70	69	206	209	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	769									250	11	
70	69	413/2	419/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	770										11	
70	69	204	207	0.0		0	0	Spanner	3/4	2	1	0													12	
70	69	204	207	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	771									251	12	
70	69	409/2	415/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	772										12	
70	69	205	208	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	773		articStaccatoBelow								12	
70	69	206	209	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	774									252	12	
70	69	413/2	419/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	775										12	
70	69	204	207	0.0		0	0	Spanner	3/4	3	1	0													13	
70	69	204	207	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	776										13	
70	69	204	207	0.0		0	0	Spanner	3/4	4	1	0													14	
70	69	204	207	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	777									253	14	
70	69	409/2	415/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	778										14	
70	69	205	208	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	779		articStaccatoAbove								14	
70	69	206	209	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	780									254	14	
70	69	413/2	419/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	781										14	
71	70	207	210	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	782		articStaccatoAbove								11	
71	70	208	211	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	783									255	11	
71	70	417/2	423/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	784										11	
71	70	209	212	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	785		articStaccatoAbove								11	
71	70	207	210	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	786										12	
71	70	208	211	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	787										12	
71	70	417/2	423/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	788									256	12	
71	70	209	212	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	789									256	12	
71	70	419/2	425/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	790										12	
71	70	207	210	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	791									257	13	
71	70	415/2	421/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	792										13	
71	70	208	211	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	793		articStaccatoBelow								13	
71	70	209	212	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	794									258	13	
71	70	419/2	425/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	795										13	
71	70	207	210	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	796										14	
71	70	209	212	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	797										14	
72	71	210	213	0.0		0	0	Dynamic	3/4	1	1	0				p										
72	71	210	213	0.0		0	0	Spanner	3/4	1	1	0														
72	71	210	213	0.0		0	0	Spanner	3/4	1	1	0													15	
72	71	210	213	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	798									259	15	
72	71	212	215	0.0		1/2	1/2	Spanner	3/4	1	1	0												259		
72	71	212	215	0.0		1/2	1/2	Spanner	3/4	1	1	0												259		11
72	71	212	215	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	799									259		11
72	71	425/2	431/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	800											11
72	71	210	213	0.0		0	0	Dynamic	3/4	2	1	0				p										
72	71	210	213	0.0		0	0	Spanner	3/4	2	1	0														
72	71	210	213	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	801									260		
72	71	421/2	427/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	802									260		
72	71	211	214	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	803									260		
72	71	423/2	429/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	804									260		
72	71	212	215	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	805											
72	71	210	213	0.0		0	0	Dynamic	3/4	3	1	0				p										
72	71	210	213	0.0		0	0	Spanner	3/4	3	1	0														
72	71	210	213	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	806									261		
72	71	421/2	427/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	807									261		
72	71	211	214	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	808									261		
72	71	423/2	429/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	809									261		
72	71	212	215	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	810											
72	71	210	213	0.0		0	0	Dynamic	3/4	4	1	0				p										
72	71	210	213	0.0		0	0	Spanner	3/4	4	1	0														
72	71	210	213	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	811									262		
72	71	211	214	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	812									262		
72	71	212	215	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	813											
73	72	213	216	0.0		0	0	Spanner	3/4	1	1	0														
73	72	213	216	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	814									263		
73	72	427/2	433/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	815											
73	72	214	217	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	816		articStaccatoBelow									
73	72	213	216	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	817									264		
73	72	427/2	433/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	818									264		
73	72	214	217	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	819									264		
73	72	429/2	435/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	820									264		
73	72	215	218	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	821											
73	72	213	216	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	822									265		
73	72	214	217	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	823									265		
73	72	215	218	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	824											
74	73	216	219	0.0		0	0	Spanner	3/4	1	1	0													16	
74	73	216	219	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	825									266	16	
74	73	218	221	0.0		1/2	1/2	Spanner	3/4	1	1	0												266		
74	73	218	221	0.0		1/2	1/2	Spanner	3/4	1	1	0												266		12
74	73	218	221	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	826									266		12
74	73	437/2	443/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	827											12
74	73	216	219	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	828									267		
74	73	433/2	439/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	829									267		
74	73	217	220	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	830									267		
74	73	435/2	441/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	831									267		
74	73	218	221	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	832											
74	73	216	219	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	833									268		
74	73	217	220	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	834									268		
74	73	218	221	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	835											
75	74	219	222	0.0		0	0	Spanner	3/4	1	1	0														
75	74	219	222	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	836									269		
75	74	439/2	445/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	837											
75	74	220	223	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	838		articStaccatoBelow									
75	74	219	222	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	839									270		
75	74	439/2	445/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	840									270		
75	74	220	223	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	841									270		
75	74	441/2	447/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	842									270		
75	74	221	224	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	843											
75	74	219	222	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	844									271		
75	74	220	223	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	845									271		
75	74	221	224	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	846											
76	75	222	225	0.0		0	0	Spanner	3/4	1	1	0													17	
76	75	222	225	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	847									272	17	
76	75	224	227	0.0		1/2	1/2	Spanner	3/4	1	1	0												272		
76	75	224	227	0.0		1/2	1/2	Spanner	3/4	1	1	0												272		13
76	75	224	227	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	848									272		13
76	75	449/2	455/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	849											13
76	75	222	225	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	850									273		
76	75	445/2	451/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	851									273		
76	75	223	226	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	852									273		
76	75	447/2	453/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	853									273		
76	75	224	227	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	854											
76	75	222	225	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	855									274		
76	75	445/2	451/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	856									274		
76	75	223	226	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	857									274		
76	75	447/2	453/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	858									274		
76	75	224	227	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	859											
77	76	225	228	0.0		0	0	Dynamic	3/4	1	1	0				pp										
77	76	225	228	0.0		0	0	Spanner	3/4	1	1	0														
77	76	225	228	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	860									275		
77	76	451/2	457/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	861											
77	76	226	229	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	862		articStaccatoBelow									
77	76	225	228	0.0		0	0	Dynamic	3/4	2	1	0				pp										
77	76	225	228	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	863											
77	76	225	228	0.0		0	0	Dynamic	3/4	3	1	0				pp										
77	76	225	228	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	864											
77	76	226	229	0.0		1/4	1/4	Dynamic	3/4	4	1	0				pp										
77	76	226	229	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	865									276		
77	76	453/2	459/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	866											
77	76	227	230	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	867		articStaccatoAbove									
78	77	228	231	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	868									277		
78	77	457/2	463/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	869											
78	77	229	232	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	870		articStaccatoAbove									
78	77	228	231	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	871											
78	77	228	231	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	872											
78	77	229	232	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	873									278		
78	77	459/2	465/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	874											
78	77	230	233	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	875		articStaccatoBelow									
79	78	231	234	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	876									279		
79	78	463/2	469/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	877											
79	78	232	235	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	878		articStaccatoBelow									
79	78	231	234	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	879											
79	78	231	234	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	880											
79	78	232	235	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	881									280		
79	78	465/2	471/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	882											
79	78	233	236	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	883		articStaccatoAbove									
80	79	234	237	0.0		0	0	Spanner	3/4	1	1	0													18	
80	79	234	237	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	884									281	18	
80	79	236	239	0.0		1/2	1/2	Spanner	3/4	1	1	0												281		
80	79	236	239	0.0		1/2	1/2	Spanner	3/4	1	1	0												281		14
80	79	236	239	0.0		1/2	1/2	Spanner	3/4	1	1	0												281		14, 15
80	79	236	239	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	885									281		14, 15
80	79	473/2	479/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	886											14, 15
80	79	234	237	0.0		0	0	Spanner	3/4	2	1	0													19	
