mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	919												
56	56	664/3	664/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	920												
56	56	665/3	665/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	921												
56	56	222	222	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	922												
56	56	670/3	670/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	923												
56	56	671/3	671/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	924												
56	56	220	220	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	925										213		
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	926												
56	56	222	222	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	927										214		
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	928												
57	57	224	224	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"									
57	57	224	224	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	929										215		
57	57	225	225	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	930										215		
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	931										215		
57	57	227	227	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	932												
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	933										216		
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	934										216		
57	57	226	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	935										216		
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	936												
57	57	224	224	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"									
57	57	224	224	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"									
57	57	224	224	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	937										217		
57	57	225	225	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	938										217		
57	57	226	226	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	939										217		
57	57	227	227	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	940												
57	57	224	224	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>dolce</i>"									
57	57	224	224	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	941										218		
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	942										218		
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	943										218		
57	57	225	225	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	944										218		
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	945										218		
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	946										218		
57	57	226	226	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	947										218		
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	948										218		
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	949										218		
57	57	227	227	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	950										218		
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	951										218		
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	952												
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	953										219		
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	954										219		
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	955										219		
58	58	229	229	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	956										219		
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	957										219		
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	958										219		
58	58	230	230	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	959										219		
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	960										219		
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	961										219		
58	58	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	962										219		
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	963										219		
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	964												
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	965										220		
58	58	229	229	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	966										220		
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	967										220		
58	58	231	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	968												
58	58	228	228	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	969										221		
58	58	229	229	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	970										221		
58	58	230	230	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	971										221		
58	58	231	231	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	972												
58	58	228	228	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	973										222		
58	58	229	229	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	974										222		
58	58	230	230	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	975										222		
58	58	231	231	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	976										222		
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	977												
59	59	232	232	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
59	59	232	232	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	978												
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	979												
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	980												
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	981												
59	59	234	234	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	982												
59	59	235	235	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	983												
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	984												
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	985												
59	59	232	232	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
59	59	232	232	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	986												
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	987												
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	988												
59	59	233	233	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	989												
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	990												
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	991												
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	992												
59	59	235	235	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	993												
59	59	232	232	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	994												
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	995										223		
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	996										223		
59	59	233	233	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	997										223		
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	998										223		
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	999										223		
59	59	234	234	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1000												
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	1001										224		
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1002										224		
59	59	235	235	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	1003										224		
59	59	941/4	941/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	1004										224		
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	1005										224		
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1006												
59	59	232	232	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
59	59	232	232	0.0	0	0	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
59	59	232	232	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1007												
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1008										225		
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1009										225		
59	59	233	233	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1010										225		
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	1011										225		
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1012										225		
59	59	234	234	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1013												
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1014										226		
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1015										226		
59	59	235	235	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1016												
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1017												
60	60	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1018												
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1019										227		
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1020										227		
60	60	238	238	0.0	1/2	1/2	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>non legato</i>"									
60	60	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1021		articStaccatoAbove										
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1022												
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1023												
60	60	239	239	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1024												
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1025												
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1026												
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1027												
60	60	236	236	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1028												
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1029												
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1030												
60	60	237	237	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1031												
60	60	238	238	0.0	1/2	1/2	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>non legato</i>"									
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1032												
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1033												
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1034												
60	60	239	239	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	1035												
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	1036												
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	1037												
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1038												
60	60	236	236	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	1039										228		
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	1040										228		
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1041										228		
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1042										228		
60	60	237	237	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	1043										228		
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	1044										228		
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1045										228		
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1046										228		
60	60	238	238	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1047												
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	1048												
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1049												
60	60	239	239	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	1050												
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	1051												
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	1052												
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1053												
60	60	236	236	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1054												
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1055										229		
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1056										229		
60	60	237	237	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1057												
60	60	238	238	0.0	1/2	1/2	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>non legato</i>"									
60	60	238	238	0.0	1/2	1/2	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>non legato</i>"									
60	60	238	238	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1058												
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1059												
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1060												
60	60	239	239	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	1061												
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	1062												
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	1063												
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1064												
61	61	240	240	0.0	0	0	Dynamic	4/4	1	1	0				f											
61	61	240	240	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1065												
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1066												
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1067												
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1068												
61	61	241	241	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1069												
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1070												
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1071												
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1072												
61	61	242	242	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1073												
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1074												
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1075												
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1076												
61	61	243	243	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1077												
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1078												
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1079												
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1080												
61	61	240	240	0.0	0	0	Dynamic	4/4	2	1	0				f											
61	61	240	240	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	1081												
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	1082												
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1083												
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1084												
61	61	241	241	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	1085												
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	1086												
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1087												
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1088												
61	61	242	242	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	1089												
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	1090												
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	1091												
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	1092												
61	61	243	243	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	1093												
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	1094												
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	1095												
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	1096												
61	61	240	240	0.0	0	0	Dynamic	4/4	3	1	0				f											
61	61	240	240	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	1097												
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	1098												
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1099												
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1100												
61	61	241	241	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	1101												
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	1102												
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1103												
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1104												
61	61	242	242	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	1105												
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16	1/16	1	1106												
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	1107												
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	1108												
61	61	243	243	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	1109												
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	1110												
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	1111												
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	1112												
61	61	240	240	0.0	0	0	Dynamic	4/4	4	1	0				f											
61	61	240	240	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	1113												
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	1114												
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1115												
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1116												
61	61	241	241	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	1117												
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	1118												
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	1119												
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1120												
61	61	242	242	0.25	1/2	1/2	Chord	4/4	4	1	1/16	1/16	1	1121												
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16	1/16	1	1122												
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	1123												
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	1124												
61	61	243	243	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	1125												
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	1126												
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	1127												
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	1128												
62	62	244	244	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1129		articStaccatoAbove										
62	62	246	246	0.0	1/2	1/2	Dynamic	4/4	1	1	0				ff											
62	62	246	246	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1130												
62	62	985/4	985/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1131												
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1132												
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1133												
62	62	247	247	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1134												
62	62	989/4	989/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1135												
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1136												
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1137												
62	62	244	244	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	1138												
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	1139												
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1140												
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1141												
62	62	245	245	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	1142												
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	1143												
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1144												
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1145												
62	62	246	246	0.0	1/2	1/2	Dynamic	4/4	2	1	0				ff											
62	62	246	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1146												
62	62	244	244	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	1147												
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16	1/16	1	1148												
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	1149												
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	1150												
62	62	245	245	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	1151												
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	1152												
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	1153												
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	1154												
62	62	246	246	0.0	1/2	1/2	Dynamic	4/4	3	1	0				ff											
62	62	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1155												
62	62	244	244	0.25	0	0	Chord	4/4	4	1	1/16	1/16	1	1156												
62	62	977/4	977/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16	1/16	1	1157												
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	1158												
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1159												
62	62	245	245	0.25	1/4	1/4	Chord	4/4	4	1	1/16	1/16	1	1160												
62	62	981/4	981/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16	1/16	1	1161												
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	1162												
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	1163												
62	62	246	246	0.0	1/2	1/2	Dynamic	4/4	4	1	0				ff											
62	62	246	246	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1164												
63	63	248	248	0.0	0	0	Dynamic	4/4	1	1	0				p											
63	63	248	248	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	1165										230		
63	63	993/4	993/4	0.0	1/16	1/16	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>legato</i>"							230		
63	63	993/4	993/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1166										230		
63	63	497/2	497/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1167										230		
63	63	995/4	995/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1168										230		
63	63	249	249	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1169										230		
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1170										230		
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1171										230		
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1172												
63	63	250	250	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1173										231		
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1174										231		
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1175										231		
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1176												
63	63	251	251	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1177										232		
