mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
170	170	1359/2	1359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2493									
170	170	676	676	4.0	0	0	Chord	4/4	2	1	1			1	1	2494									
170	170	676	676	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2495							257		
170	170	677	677	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2496							257		
170	170	678	678	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2497							257		
170	170	679	679	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2498									
170	170	676	676	4.0	0	0	Chord	4/4	4	1	1			1	1	2499									
171	171	680	680	0.0	0	0	StaffText	4/4	1	1	0								<i>cresc.</i>						
171	171	680	680	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2500									
171	171	1361/2	1361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2501									
171	171	681	681	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2502									
171	171	1363/2	1363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2503									
171	171	682	682	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2504									
171	171	1365/2	1365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2505									
171	171	683	683	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2506									
171	171	1367/2	1367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2507									
171	171	680	680	0.0	0	0	StaffText	4/4	2	1	0								<i>cresc.</i>						
171	171	680	680	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2508							258		
171	171	681	681	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2509							258		
171	171	682	682	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2510							258		
171	171	683	683	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2511									
171	171	680	680	0.0	0	0	StaffText	4/4	3	1	0								<i>cresc.</i>						
171	171	680	680	4.0	0	0	Chord	4/4	3	1	1			1	1	2512									
171	171	680	680	0.0	0	0	StaffText	4/4	4	1	0								<i>cresc.</i>						
171	171	680	680	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2513							259		
171	171	681	681	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2514							259		
171	171	682	682	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2515							259		
171	171	683	683	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2516									
172	172	684	684	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2517									
172	172	1369/2	1369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2518									
172	172	685	685	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2519									
172	172	1371/2	1371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2520									
172	172	686	686	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2521									
172	172	1373/2	1373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2522									
172	172	687	687	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2523									
172	172	1375/2	1375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2524									
172	172	684	684	4.0	0	0	Chord	4/4	2	1	1			1	1	2525									
172	172	684	684	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2526							260		
172	172	685	685	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2527							260		
172	172	686	686	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2528							260		
172	172	687	687	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2529									
172	172	684	684	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	2530							261		
172	172	687	687	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2531							261		
173	173	688	688	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2532									
173	173	1377/2	1377/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2533									
173	173	689	689	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2534									
173	173	1379/2	1379/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2535									
173	173	690	690	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2536									
173	173	1381/2	1381/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2537									
173	173	691	691	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2538									
173	173	1383/2	1383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2539									
173	173	688	688	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2540									
173	173	689	689	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2541									
173	173	690	690	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2542									
173	173	691	691	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2543									
173	173	688	688	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2544							262		
173	173	689	689	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2545							262		
173	173	690	690	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2546							262		
173	173	691	691	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2547									
173	173	688	688	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2548							261		
173	173	689	689	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2549							261		
173	173	690	690	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2550							261		
173	173	691	691	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2551									
174	174	692	692	0.0	0	0	Dynamic	4/4	1	1	0						f								
174	174	692	692	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2552									
174	174	1385/2	1385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2553									
174	174	693	693	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2554									
174	174	1387/2	1387/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2555									
174	174	694	694	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2556									
174	174	1389/2	1389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2557									
174	174	695	695	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2558									
174	174	1391/2	1391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2559									
174	174	692	692	0.0	0	0	Dynamic	4/4	2	1	0						f								
174	174	692	692	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	2560									
174	174	695	695	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2561							263		
174	174	1391/2	1391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2562							263		
174	174	692	692	0.0	0	0	Dynamic	4/4	3	1	0						f								
174	174	692	692	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	2563									
174	174	695	695	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2564							264		
174	174	1391/2	1391/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2565							264		
174	174	692	692	0.0	0	0	Dynamic	4/4	4	1	0						f								
174	174	692	692	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	2566							265		
174	174	695	695	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2567							265		
174	174	1391/2	1391/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2568									
175	175	696	696	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2569									
175	175	1393/2	1393/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2570									
175	175	697	697	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2571									
175	175	1395/2	1395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2572									
175	175	698	698	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2573									
175	175	1397/2	1397/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2574									
175	175	699	699	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2575									
175	175	1399/2	1399/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2576									
175	175	696	696	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2577							263		
175	175	697	697	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2578							263		
175	175	1395/2	1395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2579							263		
175	175	698	698	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2580							263		
175	175	1397/2	1397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2581							263		
175	175	699	699	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2582							263		
175	175	1399/2	1399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2583									
175	175	696	696	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2584							264		
175	175	697	697	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2585							264		
175	175	1395/2	1395/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2586							264		
175	175	698	698	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2587							264		
175	175	1397/2	1397/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2588							264		
175	175	699	699	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2589							264		
175	175	1399/2	1399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2590									
175	175	696	696	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2591							266		
175	175	697	697	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	2592							266		
175	175	699	699	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2593									
176	176	700	700	0.0	0	0	Dynamic	4/4	1	1	0						p								
176	176	700	700	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2594							267		
176	176	701	701	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2595							267		
176	176	702	702	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2596							267		
176	176	703	703	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2597									
176	176	700	700	0.0	0	0	Dynamic	4/4	2	1	0						p								
176	176	700	700	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	2598									
176	176	703	703	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2599									
176	176	700	700	0.0	0	0	Dynamic	4/4	3	1	0						p								
176	176	700	700	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	2600									
176	176	703	703	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2601							268		
176	176	700	700	0.0	0	0	Dynamic	4/4	4	1	0						p								
176	176	700	700	4.0	0	0	Chord	4/4	4	1	1			1	1	2602									
177	177	704	704	0.0	0	0	StaffText	4/4	1	1	0								<i>cresc.</i>						
177	177	704	704	4.0	0	0	Chord	4/4	1	1	1			1	1	2603									
177	177	704	704	0.0	0	0	StaffText	4/4	2	1	0								<i>cresc.</i>						
177	177	704	704	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2604							269		
177	177	705	705	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2605							269		
177	177	706	706	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2606							269		
177	177	707	707	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2607									
177	177	704	704	0.0	0	0	StaffText	4/4	3	1	0								<i>cresc.</i>						
177	177	704	704	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2608							270		
177	177	705	705	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2609							270		
177	177	706	706	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2610							270		
177	177	707	707	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2611									
177	177	704	704	0.0	0	0	StaffText	4/4	4	1	0								<i>cresc.</i>						
177	177	704	704	4.0	0	0	Chord	4/4	4	1	1			1	1	2612									
178	178	708	708	0.0	0	0	Dynamic	4/4	1	1	0						sf								
178	178	708	708	0.0	0	0	Spanner	4/4	1	1	0														18
178	178	708	708	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	2613							271		18
178	178	711	711	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2614							271		18
178	178	1423/2	1423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2615									18
178	178	708	708	0.0	0	0	Dynamic	4/4	2	1	0						sf								
178	178	708	708	0.0	0	0	Spanner	4/4	2	1	0														19
178	178	708	708	4.0	0	0	Chord	4/4	2	1	1			1	1	2616									19
178	178	708	708	0.0	0	0	Dynamic	4/4	3	1	0						sf								
178	178	708	708	0.0	0	0	Spanner	4/4	3	1	0														20
178	178	708	708	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2617							272		20
178	178	709	709	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2618							272		20
178	178	710	710	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2619							272		20
178	178	711	711	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2620									20
178	178	708	708	0.0	0	0	Dynamic	4/4	4	1	0						sf								
178	178	708	708	0.0	0	0	Spanner	4/4	4	1	0														21
178	178	708	708	4.0	0	0	Chord	4/4	4	1	1			1	1	2621									21
179	179	712	712	0.0	0	0	Spanner	4/4	1	1	0														
179	179	712	712	4.0	0	0	Chord	4/4	1	1	1			1	1	2622		ornamentTrill							
179	179	712	712	0.0	0	0	StaffText	4/4	2	1	0														
179	179	712	712	0.0	0	0	Spanner	4/4	2	1	0														
179	179	712	712	4.0	0	0	Chord	4/4	2	1	1			1	1	2623		ornamentTrill							
179	179	712	712	0.0	0	0	StaffText	4/4	3	1	0														
179	179	712	712	0.0	0	0	Spanner	4/4	3	1	0														
179	179	712	712	4.0	0	0	Chord	4/4	3	1	1			1	1	2624		ornamentTrill							
179	179	712	712	0.0	0	0	Spanner	4/4	4	1	0														
179	179	712	712	4.0	0	0	Chord	4/4	4	1	1			1	1	2625									
180	180	716	716	0.0	0	0	Dynamic	4/4	1	1	0						p								
180	180	716	716	4.0	0	0	Chord	4/4	1	1	1			1	1	2626									
180	180	716	716	0.0	0	0	Dynamic	4/4	2	1	0						p								
180	180	716	716	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2627							273		
180	180	717	717	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2628							273		
180	180	718	718	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2629							273		
180	180	719	719	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2630							273		
180	180	1439/2	1439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2631									
180	180	716	716	0.0	0	0	Dynamic	4/4	3	1	0						p								
180	180	716	716	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2632							274		
180	180	717	717	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2633							274		
180	180	718	718	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2634							274		
180	180	719	719	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2635							274		
180	180	1439/2	1439/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2636									
180	180	716	716	0.0	0	0	Dynamic	4/4	4	1	0						p								
180	180	716	716	4.0	0	0	Chord	4/4	4	1	1			1	1	2637									
181	181	720	720	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2638							275		
181	181	721	721	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2639							275		
181	181	722	722	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2640							275		
181	181	723	723	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2641							275		
181	181	1447/2	1447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2642									
181	181	720	720	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	2643							276		
181	181	723	723	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2644									
181	181	720	720	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	2645							277		
181	181	723	723	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2646									
181	181	720	720	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2647							278		
181	181	721	721	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2648							278		
181	181	722	722	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2649							278		
181	181	723	723	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2650							278		
181	181	1447/2	1447/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2651									
182	182	724	724	4.0	0	0	Chord	4/4	1	1	1			1	1	2652									
182	182	724	724	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2653							279		
182	182	1449/2	1449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2654									
182	182	725	725	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2655		articStaccatoBelow							
182	182	1451/2	1451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2656		articStaccatoBelow							
182	182	726	726	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2657							280		
182	182	1453/2	1453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2658									
182	182	727	727	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2659		articStaccatoBelow							
182	182	1455/2	1455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2660		articStaccatoBelow							
182	182	724	724	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2661							281		
182	182	1449/2	1449/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2662									
182	182	725	725	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2663		articStaccatoAbove							
182	182	1451/2	1451/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2664		articStaccatoAbove							
182	182	726	726	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2665							282		
182	182	1453/2	1453/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2666									
182	182	727	727	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2667		articStaccatoAbove							
182	182	1455/2	1455/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2668		articStaccatoAbove							
182	182	724	724	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	2669									
182	182	727	727	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2670							283		
183	183	728	728	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2671							284		
183	183	1457/2	1457/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2672									
183	183	729	729	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2673		articStaccatoAbove							
183	183	1459/2	1459/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2674		articStaccatoAbove							
183	183	730	730	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2675							285		
183	183	1461/2	1461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2676									
183	183	731	731	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2677		articStaccatoAbove							
183	183	1463/2	1463/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2678		articStaccatoAbove							
183	183	728	728	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	2679							286		
183	183	731	731	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2680									
183	183	728	728	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	2681							287		
183	183	731	731	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2682									
183	183	728	728	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2683							283		
183	183	729	729	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2684							283		
183	183	730	730	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2685							283		
183	183	731	731	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2686							283		
183	183	1463/2	1463/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2687									
184	184	732	732	0.0	0	0	Dynamic	4/4	1	1	0						f								
184	184	732	732	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2688							288		
184	184	1465/2	1465/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														22
184	184	1465/2	1465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2689									22
184	184	733	733	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2690		articStaccatoAbove							22
184	184	1467/2	1467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2691		articStaccatoAbove							22
184	184	734	734	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2692							289		22
184	184	1469/2	1469/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2693									22
184	184	735	735	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2694		articStaccatoAbove							22
184	184	1471/2	1471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2695		articStaccatoAbove							22
184	184	732	732	0.0	0	0	Dynamic	4/4	2	1	0						f								
184	184	732	732	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2696		articStaccatoAbove							
184	184	732	732	0.0	0	0	Dynamic	4/4	3	1	0						f								
184	184	732	732	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2697		articStaccatoAbove							
184	184	732	732	0.0	0	0	Dynamic	4/4	4	1	0						f								
184	184	732	732	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2698		articStaccatoBelow							
185	185	736	736	0.0	0	0	Dynamic	4/4	1	1	0						p								
185	185	736	736	0.0	0	0	Spanner	4/4	1	1	0														
185	185	736	736	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2699							290		
185	185	1473/2	1473/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														23
185	185	1473/2	1473/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2700									23
185	185	737	737	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2701		articStaccatoAbove							23
185	185	1475/2	1475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2702		articStaccatoAbove							23
185	185	738	738	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp								
185	185	738	738	0.0	1/2	1/2	Spanner	4/4	1	1	0														
185	185	738	738	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2703							291		
185	185	1477/2	1477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2704									
185	185	739	739	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2705		articStaccatoAbove							
185	185	1479/2	1479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2706		articStaccatoAbove							
185	185	738	738	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp								
185	185	738	738	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2707									
186	186	740	740	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2708							292		
186	186	1481/2	1481/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2709									
186	186	741	741	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2710		articStaccatoAbove							
186	186	1483/2	1483/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2711		articStaccatoAbove							
186	186	742	742	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2712							293		
186	186	1485/2	1485/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2713									
186	186	743	743	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2714		articStaccatoAbove							
186	186	1487/2	1487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2715		articStaccatoAbove							
186	186	740	740	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2716									
186	186	742	742	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2717									
187	187	744	744	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2718							294		
187	187	1489/2	1489/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2719									
187	187	745	745	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2720		articStaccatoAbove							
187	187	1491/2	1491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2721		articStaccatoAbove							
187	187	746	746	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2722							295		
187	187	1493/2	1493/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2723									
187	187	747	747	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2724		articStaccatoAbove							
187	187	1495/2	1495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2725		articStaccatoAbove							
187	187	744	744	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2726		articStaccatoAbove							
187	187	745	745	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2727		articStaccatoAbove							
187	187	746	746	0.0	1/2	1/2	StaffText	4/4	2	1	0								<b><i>sempre</i></b><i><sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>						
187	187	746	746	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2728									
188	188	748	748	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2729							296		
188	188	1497/2	1497/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2730									
188	188	749	749	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2731		articStaccatoAbove							
188	188	1499/2	1499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2732		articStaccatoAbove							
188	188	750	750	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2733							297		
188	188	1501/2	1501/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2734									
188	188	751	751	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2735		articStaccatoAbove							
188	188	1503/2	1503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2736		articStaccatoAbove							
188	188	748	748	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2737									
188	188	750	750	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2738									
189	189	752	752	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2739							298		
189	189	1505/2	1505/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2740									
