mc	mn	onset	label	volta	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
215	215	3/4	V7/V		Bb	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
216	216	0	V		Bb	I		V	V							M	0	0	1, 5, 2		1.0	1.0
216	216	1/4	V7/V		Bb	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
216	216	1/2	V		Bb	I		V	V							M	0	0	1, 5, 2		1.0	1.0
216	216	3/4	V7/V		Bb	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
217	217	0	V		Bb	I		V	V							M	0	0	1, 5, 2		1.0	1.0
218	218	0	V\\		Bb	I		V	V						\\	M	0	0	1, 5, 2		1.0	1.0
219	219	0	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
221	221	0	V65		Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
221	221	3/8	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
221	221	1/2	V65		Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
221	221	7/8	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
222	222	0	V		Bb	I		V	V							M	0	0	1, 5, 2		1.0	1.0
223	223	0	i.i		Bb	i		i	i							m	0	1	0, -3, 1		0.0	0.0
225	225	0	#viio6		Bb	i		#viio6	#vii		o	6				o	0	1	2, -1, 5		5.0	2.0
225	225	3/8	i		Bb	i		i	i							m	0	1	0, -3, 1		0.0	0.0
225	225	1/2	#viio6		Bb	i		#viio6	#vii		o	6				o	0	1	2, -1, 5		5.0	2.0
225	225	7/8	i		Bb	i		i	i							m	0	1	0, -3, 1		0.0	0.0
226	226	0	V		Bb	i		V	V							M	0	1	1, 5, 2		1.0	1.0
226	226	1/2	V7		Bb	i		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
227	227	0	i		Bb	i		i	i							m	0	1	0, -3, 1		0.0	0.0
227	227	1/2	V2/iv		Bb	i		V2/iv	V			2		iv		Mm7	0	1	-2, 0, 4, 1		0.0	-2.0
228	228	0	iv6		Bb	i		iv6	iv			6				m	0	1	-4, 0, -1		-1.0	-4.0
228	228	7/8	iv		Bb	i		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
229	229	0	III64		Bb	i		III64	III			64				M	0	1	-2, -3, 1		-3.0	-2.0
229	229	1/2	V2/III		Bb	i		V2/III	V			2		III		Mm7	0	1	-4, -2, 2, -1		-2.0	-4.0
230	230	0	III6		Bb	i		III6	III			6				M	0	1	1, -2, -3		-3.0	1.0
231	231	0	VI		Bb	i		VI	VI							M	0	1	-4, 0, -3		-4.0	-4.0
232	232	0	iio6		Bb	i		iio6	ii		o	6				o	0	1	-1, -4, 2		2.0	-1.0
232	232	7/8	.bII6		Bb	i		bII6	bII			6				M	0	1	-1, -4, -5		-5.0	-1.0
233	233	0	V(64)		Bb	i		V(64)	V				64			M	0	1	1, 0, -3		1.0	1.0
233	233	1/2	V2		Bb	i		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
234	234	0	i6		Bb	i		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
234	234	7/8	.bII6		Bb	i		bII6	bII			6				M	0	1	-1, -4, -5		-5.0	-1.0
235	235	0	V(64)		Bb	i		V(64)	V				64			M	0	1	1, 0, -3		1.0	1.0
235	235	1/2	V2		Bb	i		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
236	236	0	I.I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
236	236	7/8	ii6		Bb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
237	237	0	V(64)		Bb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
237	237	1/2	V2		Bb	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
238	238	0	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
239	239	0	V65		Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
240	240	0	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
240	240	3/4	vi		Bb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
241	241	0	ii6		Bb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
241	241	1/2	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
242	242	0	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
243	243	0	V65		Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
244	244	0	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
244	244	1/2	V43/vi		Bb	I		V43/vi	V			43		vi		Mm7	0	0	5, 2, 4, 8		4.0	5.0
244	244	3/4	vi		Bb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
245	245	0	V65/vi		Bb	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4.0	8.0
245	245	1/2	vi		Bb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
246	246	0	V65/IV		Bb	I		V65/IV	V			65		IV		Mm7	0	0	4, 1, -2, 0		0.0	4.0
246	246	1/2	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1.0	-1.0
247	247	0	V65/II		Bb	I		V65/II	V			65		II		Mm7	0	0	7, 4, 1, 3		3.0	7.0
247	247	1/2	V7/V		Bb	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
248	248	0	#viio7/vi		Bb	I		#viio7/vi	#vii		o	7		vi		o7	0	0	8, 5, 2, -1		8.0	8.0
249	249	0	vi		Bb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
250	250	0	ii6		Bb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
251	251	0	#viio7/V		Bb	I		#viio7/V	#vii		o	7		V		o7	0	0	13, 10, 7, 4		13.0	13.0
252	252	0	V(64)		Bb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
253	253	0	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
254	254	0	I\\		Bb	I		I	I						\\	M	0	0	0, 4, 1		0.0	0.0
254	254	1/2	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
254	254	3/4	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
255	255	0	V43		Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
255	255	1/4	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
255	255	1/2	V43		Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
255	255	3/4	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
256	256	0	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
256	256	1/2	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
257	257	0	V2		Bb	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
257	257	1/2	V65		Bb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
257	257	3/4	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
258	258	0	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
258	258	1/2	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
259	259	0	V43		Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
259	259	1/4	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
259	259	1/2	V43		Bb	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
259	259	3/4	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
260	260	0	I6		Bb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
260	260	1/2	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
261	261	0	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
262	262	0	I		Bb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
264	264	1/2	V7		Bb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
265	265	0	I\\	1	Bb	I		I	I						\\	M	0	0	0, 4, 1		0.0	0.0
266	266	0	I\\	2	Bb	I		I	I						\\	M	0	0	0, 4, 1		0.0	0.0
